Date,Location,Good_Group_Count,Evil_Group_Count,RaceWar_Side,Frag_Level,Frag_Class,Frag_Name,Frag_Guild,Frag_Race,Log_Number,Good Group,Good Group Logs,Evil Group,Evil Group Logs
04/28/24 04:32PM,A Light and Breezy Forest,1,1,Goodies,56,Frost Magus,Nom, ,Grey Elf,295710,['[56 Frost Magus] Nom  (Grey Elf)'],['295710'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295709']
04/28/24 04:28PM,A Tight Squeeze,1,1,Goodies,56,RaGeloRd,Sxt,-*- Night Raven Watch -*- ,Barbarian,295708,['[56 RaGeloRd] Sxt -*- Night Raven Watch -*- (Barbarian)'],['295708'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295707']
04/28/24 03:55PM,The Ogre's Foot Lounge,1,1,Goodies,56,Monk,Godis, ,Human,295706,['[56 Monk] Godis  (Human)'],['295706'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295705']
04/28/24 01:25PM,A Recently Rebuilt Stone Highway,1,1,Evils,56,Necrolyte,Zlo,*-* The Veterans of Bloodlust *-* ,Drow Elf,295704,['[56 RaGeloRd] Sxt -*- Night Raven Watch -*- (Barbarian)'],['295703'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295704']
04/28/24 01:21PM,The Road Leading From Tharnadia,1,1,Goodies,55,Monk,Orthyn, ,Human,295702,['[55 Monk] Orthyn  (Human)'],['295702'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295701']
04/28/24 01:17PM,The Road Leading From Tharnadia,1,1,Goodies,55,Monk,Grydash, ,Human,295700,['[55 Monk] Grydash  (Human)'],['295700'],['[56 Necrolyte] Zlo *-* The Veterans of Bloodlust *-* (Drow Elf)'],['295699']
04/27/24 09:49PM,A Grimney Sleeping Chamber,1,1,Evils,9,Dreadlord,Krazzy, ,Vampire,295698,['[56 Deathlord] Pokula (_/Eye of Odin\\_) (Vampire)'],['295697'],['[ 9 Dreadlord] Krazzy  (Vampire)'],['295698']
04/27/24 05:16PM,Inside the Eastern City Gates,1,1,Evils,56,RaGeloRd,Largas,*-* The Veterans of Bloodlust *-* ,Troll,295696,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295695'],['[56 RaGeloRd] Largas *-* The Veterans of Bloodlust *-* (Troll)'],['295696']
04/26/24 07:29PM,The Intersection of the Lower Road and the Street of the Dead,1,1,Evils,27,Rogue,Sttring, ,Goblin,295694,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295693'],['[27 Rogue] Sttring  (Goblin)'],['295694']
04/26/24 07:26PM,The Intersection of the Lower Road and the Street of the Dead,1,1,Evils,11,Necromancer,Domnic, ,Kobold,295692,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295691'],['[11 Necromancer] Domnic  (Kobold)'],['295692']
04/26/24 07:26PM,The Intersection of the Lower Road and the Street of the Dead,1,2,Evils,27,Rogue,Sttring, ,Goblin,295689,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295688'],"['[27 Rogue] Sttring  (Goblin)', '[11 Necromancer] Domnic  (Kobold)']","['295689', '295690']"
04/26/24 07:16PM,Brogan's Bar,1,1,Evils,27,Rogue,Sttring, ,Goblin,295687,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295686'],['[27 Rogue] Sttring  (Goblin)'],['295687']
04/26/24 07:16PM,Brogan's Bar,1,2,Evils,12,Necromancer,Domnic, ,Kobold,295684,['[56 Crusader] Tanken (_/Eye of Odin\\_) (Githzerai)'],['295683'],"['[12 Necromancer] Domnic  (Kobold)', '[27 Rogue] Sttring  (Goblin)']","['295684', '295685']"
04/26/24 04:50PM,A Marshy Clearing with Patches of Tanglebush,1,1,Evils,27,Rogue,Sttring, ,Goblin,295682,['[56 Assassin] Isfat (_/Eye of Odin\\_) (Dwarf)'],['295681'],['[27 Rogue] Sttring  (Goblin)'],['295682']
